 NUMERO DE PATAMARES
 XX
  3
ANO   DURACAO MENSAL DOS PATAMARES DE CARGA
      JAN     FEV     MAR     ABR     MAI     JUN     JUL     AGO     SET     OUT     NOV     DEZ   
      X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX  X.XXXX
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2027 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2028 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2029 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2030 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2031 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2032 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2033 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2034 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2035 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
   2036 1.0463 1.0442 1.0561 1.0586 1.0632 1.0626 1.0432 1.0555 1.0484 1.0424 1.0496 1.0349
        1.0226 1.0288 1.0471 1.0458 1.0141 1.0129 1.0062 1.0086 1.0396 1.0311 1.0299 1.0233
        0.9651 0.9623 0.9538 0.9471 0.9482 0.9505 0.9600 0.9561 0.9490 0.9563 0.9632 0.9702
9999
 SUBSISTEMA
   A ->B
 XXX XXX
                             INTERCAMBIO(P.U.INTERC.MEDIO)
 X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX X.XXXX
   1   2
   2021 1.0000 1.0000 1.0000 1.0000 0.9774 0.9780 0.9709 0.9709 0.9688 0.9671 0.9669 0.9694
        1.0000 1.0000 1.0000 1.0000 0.9774 0.9780 0.9709 0.9709 0.9688 0.9671 0.9669 0.9694
        1.0000 1.0000 1.0000 1.0000 1.0258 1.0264 1.0357 1.0357 1.0334 1.0315 1.0313 1.0341
   2022 0.9672 0.9609 0.9607 0.9587 0.9639 0.9635 0.9626 0.9653 0.9613 0.9592 0.9589 0.9607
        0.9672 0.9609 0.9607 0.9587 0.9639 0.9635 0.9626 0.9653 0.9613 0.9592 0.9589 0.9607
        1.0317 1.0410 1.0408 1.0386 1.0443 1.0438 1.0428 1.0457 1.0414 1.0391 1.0388 1.0408
   2023 0.9607 0.9594 0.9451 0.9385 0.9477 0.9472 0.9458 0.9497 0.9421 0.9427 0.9406 0.9394
        0.9607 0.9594 0.9451 0.9385 0.9477 0.9472 0.9458 0.9497 0.9421 0.9427 0.9406 0.9394
        1.0408 1.0394 1.0612 1.0538 1.0641 1.0635 1.0620 1.0663 1.0579 1.0585 1.0562 1.0547
   2024 0.9432 0.9420 0.9394 0.9458 0.9458 0.9452 0.9497 0.9477 0.9440 0.9463 0.9406 0.9413
        0.9432 0.9420 0.9394 0.9458 0.9458 0.9452 0.9497 0.9477 0.9440 0.9463 0.9406 0.9413
        1.0590 1.0577 1.0547 1.0620 1.0620 1.0613 1.0663 1.0641 1.0599 1.0625 1.0562 1.0569
   2025 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2026 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2027 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2028 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2029 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2030 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2031 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2032 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2033 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2034 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2035 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2036 0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        0.9432 0.9434 0.9394 0.9421 0.9458 0.9452 0.9497 0.9458 0.9458 0.9463 0.9406 0.9432
        1.0590 1.0593 1.0547 1.0579 1.0620 1.0613 1.0663 1.0620 1.0620 1.0625 1.0562 1.0590
   2   1
   2021 1.0000 1.0000 1.0000 1.0000 0.7812 0.8202 0.9476 0.9476 0.9437 0.9409 0.9400 0.9441
        1.0000 1.0000 1.0000 1.0000 0.9722 0.9880 0.9605 0.9605 0.9565 0.9537 0.9528 0.9569
        1.0000 1.0000 1.0000 1.0000 1.1705 1.1438 1.0586 1.0586 1.0542 1.0511 1.0502 1.0547
   2022 0.9406 0.9426 0.9106 0.9063 0.9176 0.9167 0.9147 0.9206 0.9119 0.9073 0.9068 0.9106
        0.9534 0.9554 0.9106 0.9063 0.9176 0.9167 0.9147 0.9206 0.9119 0.9073 0.9068 0.9106
        1.0508 1.0530 1.0928 1.0876 1.1011 1.1001 1.0976 1.1047 1.0942 1.0888 1.0882 1.0928
   2023 0.9106 0.9079 0.9136 0.9036 0.9176 0.9167 0.9147 0.9206 0.9091 0.9100 0.9068 0.9049
        0.9106 0.9079 0.9136 0.9036 0.9176 0.9167 0.9147 0.9206 0.9091 0.9100 0.9068 0.9049
        1.0928 1.0894 1.0963 1.0843 1.1011 1.1001 1.0976 1.1047 1.0909 1.0920 1.0882 1.0859
   2024 0.9106 0.9089 0.9049 0.9146 0.9147 0.9137 0.9206 0.9176 0.9119 0.9153 0.9068 0.9078
        0.9106 0.9089 0.9049 0.9146 0.9147 0.9137 0.9206 0.9176 0.9119 0.9153 0.9068 0.9078
        1.0928 1.0906 1.0859 1.0976 1.0976 1.0964 1.1047 1.1011 1.0942 1.0984 1.0882 1.0893
   2025 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2026 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2027 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2028 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2029 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2030 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2031 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2032 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2033 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2034 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2035 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   2036 0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        0.9106 0.9111 0.9049 0.9091 0.9147 0.9137 0.9206 0.9147 0.9146 0.9153 0.9068 0.9106
        1.0928 1.0933 1.0859 1.0909 1.0976 1.0964 1.1047 1.0976 1.0976 1.0984 1.0882 1.0928
   1  11
   2021 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2022 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2023 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2024 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2025 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2026 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2027 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2028 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2029 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2030 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2031 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2032 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2033 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2034 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2035 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2036 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
  11   1
   2021 1.0000 1.0000 1.0000 1.0000 1.1180 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0134 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 0.9087 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2022 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2023 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2024 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2025 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2026 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2027 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2028 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2029 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2030 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2031 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2032 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2033 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2034 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
   2035 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
        1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
