 POST        USINA       JAN       FEV       MAR       ABR       MAI       JUN       JUL       AGO       SET       OUT       NOV       DEZ
 XXXX XXXXXXXXXXXX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX XXXXXX.XX
MESPLAN =    5     ANOPLAN = 2021
    1                 160.00    126.00    108.00     64.00     66.00     57.00     49.00     44.00     35.00     32.00     82.00    130.00
    2                 160.00    126.00    108.00     64.00     66.00     57.00     49.00     44.00     35.00     32.00     82.00    130.00
    6                1144.00    982.00    834.00    391.00    463.00    396.00    296.00    236.00    180.00    160.00    372.00   1055.00
    7                1297.00   1056.00    929.00    435.00    552.00    469.00    353.00    276.00    206.00    184.00    415.00   1111.00
    8                1336.00   1072.00    952.00    446.00    572.00    487.00    366.00    285.00    212.00    189.00    425.00   1120.00
    9                1356.00   1077.00    963.00    451.00    581.00    495.00    372.00    289.00    215.00    192.00    428.00   1120.00
   10                1404.00   1096.00    991.00    465.00    605.00    516.00    388.00    300.00    222.00    198.00    438.00   1127.00
   11                1494.00   1143.00   1047.00    492.00    659.00    561.00    423.00    324.00    238.00    213.00    464.00   1165.00
   12                1641.00   1234.00   1137.00    546.00    775.00    652.00    489.00    371.00    270.00    244.00    506.00   1240.00
   14                  47.00     32.00     36.00     20.00     28.00     28.00     22.00     18.00     17.00     12.00     14.00     44.00
   15                  78.00     52.00     59.00     32.00     46.00     45.00     36.00     30.00     27.00     20.00     23.00     70.00
   16                  79.00     53.00     60.00     33.00     47.00     46.00     36.00     30.00     28.00     20.00     24.00     70.00
   17                2283.00   1623.00   1519.00    765.00   1063.00    951.00    739.00    561.00    426.00    364.00    633.00   1573.00
   18                2556.00   1747.00   1702.00    872.00   1243.00   1115.00    875.00    680.00    534.00    484.00    732.00   1709.00
   20                 128.00    187.00    174.00     93.00    129.00     93.00     71.00     55.00     40.00     46.00     78.00    117.00
   22                  83.00    139.00    150.00     82.00    100.00     67.00     47.00     37.00     24.00     30.00     57.00     69.00
   23                 135.00    274.00    209.00    127.00    148.00     89.00     67.00     51.00     39.00     62.00     92.00    100.00
   24                 364.00    531.00    493.00    265.00    366.00    264.00    200.00    156.00    114.00    130.00    220.00    332.00
   25                 241.00    245.00    197.00    127.00    239.00    178.00    138.00    106.00     81.00     87.00    119.00    209.00
   28                 262.00    258.00    217.00    138.00    250.00    189.00    145.00    112.00     86.00     93.00    130.00    220.00
   31                1261.00   1744.00   1613.00    944.00   1170.00    838.00    632.00    476.00    367.00    466.00    735.00   1093.00
   32                1321.00   1785.00   1694.00    991.00   1239.00    889.00    671.00    505.00    380.00    478.00    763.00   1130.00
   33                2034.00   2600.00   2869.00   1655.00   2107.00   1526.00   1188.00    911.00    603.00    684.00   1128.00   1653.00
   34                5534.00   4982.00   5361.00   2990.00   3933.00   3175.00   2502.00   1965.00   1454.00   1489.00   2256.00   3822.00
   37                 480.00    315.00    321.00    182.00    162.00    248.00    176.00    174.00     97.00    123.00    215.00    326.00
   38                 556.00    359.00    368.00    214.00    201.00    276.00    219.00    207.00    123.00    149.00    255.00    365.00
   39                 690.00    451.00    455.00    276.00    277.00    332.00    297.00    270.00    174.00    200.00    331.00    454.00
   40                 762.00    483.00    510.00    311.00    339.00    366.00    376.00    304.00    202.00    215.00    354.00    507.00
   42                 788.00    499.00    531.00    325.00    363.00    383.00    404.00    317.00    213.00    222.00    363.00    529.00
   43                 815.00    535.00    556.00    340.00    377.00    385.00    432.00    325.00    225.00    228.00    368.00    528.00
   44                6349.00   5517.00   5917.00   3330.00   4310.00   3560.00   2934.00   2290.00   1679.00   1717.00   2624.00   4350.00
   45                6779.00   5882.00   6250.00   3565.00   4636.00   3868.00   3212.00   2542.00   1905.00   1954.00   2877.00   4611.00
   46                7869.00   6630.00   7098.00   4128.00   5388.00   4618.00   3870.00   3171.00   2429.00   2381.00   3404.00   5000.00
   47                 208.00    120.00    141.00     89.00     68.00    100.00    120.00    122.00     62.00     62.00     98.00    134.00
   48                 214.00    124.00    145.00     90.00     70.00    102.00    125.00    126.00     64.00     64.00    100.00    136.00
   49                 325.00    193.00    230.00    125.00    108.00    177.00    199.00    220.00    108.00    105.00    141.00    192.00
   50                 433.00    278.00    326.00    183.00    175.00    254.00    266.00    286.00    155.00    143.00    188.00    273.00
   51                 441.00    285.00    334.00    187.00    180.00    259.00    272.00    291.00    159.00    146.00    191.00    278.00
   52                 458.00    300.00    349.00    197.00    190.00    270.00    284.00    301.00    167.00    152.00    199.00    290.00
   54                 137.00    149.00    168.00     58.00     24.00     64.00     66.00    165.00     88.00     50.00     39.00     84.00
   55                 161.00    173.00    191.00     70.00     28.00     73.00     78.00    181.00     99.00     54.00     45.00     98.00
   57                 267.00    287.00    306.00    119.00     46.00    109.00    121.00    273.00    154.00     80.00     67.00    156.00
   58                 334.00    296.00    285.00    126.00     92.00    166.00    156.00    284.00    152.00    135.00    113.00    196.00
   61                1098.00    866.00    894.00    438.00    367.00    587.00    583.00    845.00    458.00    410.00    416.00    665.00
   62                1153.00    940.00    945.00    477.00    409.00    623.00    643.00    892.00    503.00    442.00    444.00    694.00
   63                1285.00   1103.00   1066.00    567.00    508.00    719.00    770.00   1007.00    605.00    516.00    509.00    771.00
   65                 180.00    153.00     29.00     15.00     49.00    125.00     59.00     86.00     31.00     19.00      9.00     61.00
   66               12742.00  11886.00  10907.00   6377.00   7264.00   7016.00   6193.00   6281.00   4437.00   3883.00   4940.00   7161.00
   70                  95.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00     10.00
   71                 220.00    136.00     56.00     24.00     27.00    102.00     62.00    147.00     56.00     37.00     23.00    124.00
   72                 229.00    144.00     59.00     25.00     29.00    110.00     67.00    154.00     60.00     39.00     24.00    129.00
   73                 268.00    173.00     71.00     31.00     36.00    140.00     86.00    180.00     75.00     47.00     29.00    151.00
   74                 927.00    851.00    507.00    217.00     93.00    471.00    323.00    583.00    243.00    164.00    186.00    751.00
   75                1276.00   1193.00    626.00    274.00    153.00    752.00    499.00    881.00    392.00    243.00    229.00    999.00
   76                1102.00   1030.00    565.00    253.00    127.00    622.00    423.00    711.00    327.00    206.00    210.00    858.00
   77                1551.00   1402.00    668.00    304.00    217.00    898.00    578.00    982.00    443.00    275.00    246.00   1074.00
   78                1595.00   1514.00    680.00    314.00    237.00    949.00    607.00   1014.00    465.00    285.00    247.00   1097.00
   80                 115.00     98.00     18.00      9.00     31.00     80.00     38.00     55.00     20.00     12.00      6.00     39.00
   81                2261.00   2114.00    790.00    371.00    421.00   1424.00    834.00   1340.00    586.00    357.00    281.00   1329.00
   83                 124.00    105.00     20.00     10.00     34.00     86.00     41.00     59.00     21.00     13.00      6.00     42.00
   85                 245.00    115.00     67.00     27.00     11.00     62.00    408.00    152.00    114.00     45.00     22.00     60.00
   88                 288.00    270.00     93.00     46.00     17.00    119.00    184.00    258.00    122.00     75.00     44.00    130.00
   89                 336.00    317.00    110.00     54.00     22.00    152.00    239.00    315.00    155.00     93.00     60.00    157.00
   92                1180.00    906.00    352.00    171.00    143.00    856.00   1911.00   1143.00    563.00    282.00    150.00    452.00
   93                  37.00     37.00     23.00     11.00     22.00     80.00    179.00     74.00     37.00     12.00     12.00     32.00
   94                1326.00   1177.00    442.00    235.00    256.00   1334.00   2458.00   1476.00    700.00    357.00    201.00    579.00
   97                 237.00    228.00     84.00     39.00     24.00    103.00   1275.00    294.00    185.00     98.00     46.00    106.00
